municipio,nombre_unidad,tipologia,clave_ins,institucion,nivel_atencion,tipo_establecimiento,latitud,longitud
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6725,-103.3683
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7004055,-103.3280712
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6436117,-103.3806286
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6991,-103.32
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6401,-103.3854
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6326364,-103.3824796
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6721,-103.3738
LAGOS DE MORENO,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,21.3554,-101.9303
TLAJOMULCO DE ZUÑIGA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5259167,-103.3776119
TLAJOMULCO DE ZUÑIGA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5682,-103.458
TLAJOMULCO DE ZUÑIGA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5647,-103.4605
SAN PEDRO TLAQUEPAQUE,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6208,-103.3198
SAN PEDRO TLAQUEPAQUE,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6307,-103.2858
SAN PEDRO TLAQUEPAQUE,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6274,-103.3202
SAN PEDRO TLAQUEPAQUE,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6235,-103.3952
TONALA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.631,-103.2656
TONALA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6664671,-103.2154627
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6508003,-103.4027285
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6666,-103.4019
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7232,-103.3914
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6297181,-103.4172892
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6729,-103.4256
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6616,-103.4077
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7275781,-103.368583
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6612,-103.4279
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6567916,-103.4233727
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7066,-103.4123
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6587812,-103.4389471
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.730089,-103.4393361
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.740972,-103.4251929
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7993411,-103.4820169
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7518222,-103.4003976
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6871413,-103.4225942
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6811659,-103.4286927
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6696299,-103.4016577
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6688171,-103.4100678
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.625772,-103.4140059
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7417926,-103.4307357
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7429,-103.3911
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6291,-103.4082
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7538788,-103.3837607
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7449315,-103.4041243
TONALA,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6239201,-103.242664
ZAPOPAN,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6521375,-103.4005354
GUADALAJARA,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.633931,-103.386902
GUADALAJARA,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.668089,-103.36821
ZAPOPAN,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6673457,-103.4029063
GUADALAJARA,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.639784,-103.381162
ZAPOPAN,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.63494,-103.400745
SAN PEDRO TLAQUEPAQUE,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.639597,-103.310469
ZAPOPAN,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6630061,-103.402981
ZAPOPAN,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7230673,-103.3900934
ZAPOPAN,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7572313,-103.3883739
ZAPOPAN,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.697111,-103.383032
GUADALAJARA,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.705073,-103.317879
GUADALAJARA,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.703007,-103.292439
GUADALAJARA,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.710962,-103.379868
GUADALAJARA,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.698688,-103.354345
GUADALAJARA,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7118597,-103.3602106
GUADALAJARA,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6762106,-103.3735016
ZAPOPAN,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6343914,-103.4263288
ZAPOPAN,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6043045,-103.4340787
ZAPOPAN,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.624547,-103.414735
ZAPOPAN,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.656608,-103.432568
ZAPOPAN,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.674316,-103.416677
ZAPOPAN,FARMACIAS GENERIX,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.64424,-103.432686
GUADALAJARA,WALMART MEXICO - CONSULTORIO MEDICO 16 DE SEPTIEMBRE,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.664072,-103.348661
ZAPOPAN,CONSULTORIO MEDICO NIÑO OBRERO,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6673372,-103.4096912
ZAPOPAN,WALMART MEXICO - CONSULTOTIO MEDICO PATRIA,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7057062,-103.4139389
TONALA,CONSULTORIO MÉDICO TONALÁ NILO LOMAS DE LOS PÁJAROS,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6402799,-103.2749616
ZAPOPAN,WALMART MEXICO - CONSULTORIO MEDICO AVILA CAMACHO,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7133936,-103.3758845
PUERTO VALLARTA,WALMART MEXICO - CONSULTORIO MACROPLAZA VALLARTA,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.645716,-105.21777
PUERTO VALLARTA,WALMART MEXICO - CONSULTORIO MEDICO PITILLAL,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6563606,-105.2388518
ZAPOPAN,CENTRO DE ARQUITECTURA DE NEGOCIOS CON TECNOLOGIA S.A. DE C.V.,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7306774,-103.4517562
TEPATITLAN DE MORELOS,CONSULTORIO MÉDICO TEPATITLÁN,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.8102262,-102.7784003
ZAPOPAN,WALMART MEXICO - CONSULTORIO MEDICO LA CIMA,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7435582,-103.4102872
TONALA,CONSULTORIO MÉDICO TONALÁ LOMA DORADA,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.628304,-103.2580995
ZAPOPAN,CENTRO DE ARQUITECTURA DE NEGOCIOS CON TECNOLOGIA S.A. DE C.V.,CONSULTORIO ADYACENTE A FARMACIA,OTRA,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.67924,-103.433252
TIZAPAN EL ALTO,CLÍNICA SAN FRANCISCO,NO ESPECIFICADO,OTRA,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.161845,-103.043515
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6994939,-103.3849561
ZAPOPAN,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7359033,-103.3609616
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6506,-103.2874
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6748195,-103.3876571
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6491322,-103.3604145
SAN PEDRO TLAQUEPAQUE,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5748467,-103.3635404
TLAJOMULCO DE ZUÑIGA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.555338,-103.3633371
TLAJOMULCO DE ZUÑIGA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5294358,-103.3748074
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6359806,-103.3721803
PUERTO VALLARTA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.636882,-105.2322369
PUERTO VALLARTA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6433826,-105.2207762
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6748225,-103.3582422
PUERTO VALLARTA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6523407,-105.2185841
GUADALAJARA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6371221,-103.3966626
TLAJOMULCO DE ZUÑIGA,FARMACIAS BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5417637,-103.4731783
LA HUERTA,FARMACIAS SIMILARES,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,19.48259,-104.63974
IXTLAHUACAN DE LOS MEMBRILLOS,FARMACIAS SIMILARES,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3493096,-103.1918456
ACATIC,FARMACIAS SIMILARES,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7812199,-102.9109658
TOMATLAN,FARMACIAS SIMILARES,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,19.9425033,-105.2464513
ZAPOTLANEJO,FARMACIAS SIMILARES,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6231173,-103.068761
ZAPOTLANEJO,FARMACIAS SIMILARES,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.622212,-103.071485
TONALA,FARMACIAS SIMILARES,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6685859,-103.2346389
TLAJOMULCO DE ZUÑIGA,FARMACIAS SIMILARES,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.53388,-103.42663
AMATITAN,FARMACIAS SIMILARES,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.832603,-103.729315
ZAPOPAN,HOSPITAL VALLE DE ATEMAJAC,NO ESPECIFICADO,NES,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.7200692,-103.3544568
COCULA,HOSPITAL LA ASCENCIÓN DE COCULA,NO ESPECIFICADO,NES,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.3712334,-103.8197605
ZAPOPAN,HOSPITAL ARBOLEDAS,NO ESPECIFICADO,NES,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6303298,-103.4230746
ZAPOPAN,HOSPITAL PASEO DE LA VICTORIA,NO ESPECIFICADO,NES,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6617968,-103.4262995
SAN PEDRO TLAQUEPAQUE,EXAMENES PSICOFISICOS,NO ESPECIFICADO,NES,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6525025,-103.2976897
TLAJOMULCO DE ZUÑIGA,"HOSPITAL INFANTIL DE LA ESPERANZA,A.C.",NO ESPECIFICADO,NES,SERVICIOS MEDICOS PRIVADOS,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.534071,-103.452597
EL SALTO,"COMUNIDAD TERAPEUTICA VOLVER A VIVIR DE NUEVO,A.C.",NO ESPECIFICADO,NES,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5420845,-103.2926529
GUADALAJARA,UNIDAD MEDICA BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6711101,-103.3634868
ZAPOPAN,"CENTRO DE RETINA MEDICA Y QUIRURGICA,S.C.",NO ESPECIFICADO,NES,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7088127,-103.4141082
TEQUILA,UNIDAD MEDICA BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.8820997,-103.8324752
GUADALAJARA,UNIDAD MEDICA BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6848321,-103.3932145
ZAPOPAN,UNIDAD MEDICA BENAVIDES,CONSULTORIO ADYACENTE A FARMACIA,FOB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.670775,-103.435726
PUERTO VALLARTA,CONSULTORIO GENERAL/FARMACIAS DEL AHORRO,CONSULTORIO ADYACENTE A FARMACIA,FAH,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6944102,-105.240635
PUERTO VALLARTA,CONSULTORIO GENERAL/FARMACIAS DEL AHORRO,CONSULTORIO ADYACENTE A FARMACIA,FAH,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6410223,-105.2272144
PUERTO VALLARTA,CONSULTORIO GENERAL/FARMACIAS DEL AHORRO,CONSULTORIO ADYACENTE A FARMACIA,FAH,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.651294,-105.240468
AHUALULCO DE MERCADO,FARMACIAS SIMILARES,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7002758,-103.9762412
AMECA,FARMACIAS SIMILARES,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5485793,-104.0469835
AMECA,FARMACIAS SIMILARES,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5398178,-104.0423391
ATOTONILCO EL ALTO,FARMACIAS SIMILARES,CONSULTORIO ADYACENTE A FARMACIA,FB,SERVICIOS MEDICOS PRIVADOS,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5514204,-102.5092912
